year,tpl,date_tpl,gdd_0,GDD,date_harv,doy_harv,eu,transplant,sex,crop,rep,height_cm,weight_g,weight_0,red_all,test_0,red_p_tpl
2020,20,181,,373,1-Sep,245,509,3,m,narrow,4,15,0.11,99.97660918,99.58190802,99.58190802,
2020,30,191,,517,1-Sep,245,541,4,m,corn,3,23,0.06,99.98724137,99.58734525,99.58734525,
2020,40,201,,636,1-Sep,245,585,5,f,corn,1,13,0.06,99.98724137,99.58734525,99.58734525,
2020,40,201,,636,1-Sep,245,606,5,m,corn,3,13,0.06,99.98724137,99.58734525,99.58734525,
2020,50,211,,748,1-Sep,245,665,6,m,corn,2,6,0.06,99.98724137,99.58734525,99.58734525,
2020,50,211,,748,1-Sep,245,667,6,m,corn,3,9,0.06,99.98724137,99.58734525,99.58734525,
2020,50,211,,748,1-Sep,245,651,6,f,corn,3,10,0.06,99.98724137,99.58734525,99.58734525,
2020,20,181,,373,1-Sep,245,507,3,f,narrow,3,15,0.1,99.97873562,99.61991638,99.61991638,
2020,20,181,,373,1-Sep,245,511,3,m,narrow,4,13,0.1,99.97873562,99.61991638,99.61991638,
2020,40,201,,636,1-Sep,245,590,5,f,corn,1,13,0.05,99.98936781,99.65612105,99.65612105,
2020,40,201,,636,1-Sep,245,605,5,m,corn,3,10,0.05,99.98936781,99.65612105,99.65612105,
2020,20,181,,373,1-Sep,245,510,3,m,narrow,4,12,0.09,99.98086206,99.65792474,99.65792474,
2020,40,201,,636,1-Sep,245,603,5,m,corn,3,6,0.04,99.99149425,99.72489684,99.72489684,
2020,50,211,,748,1-Sep,245,666,6,m,corn,3,9,0.04,99.99149425,99.72489684,99.72489684,
2020,20,181,,373,1-Sep,245,475,3,f,narrow,2,10,0.06,99.98724137,99.77194983,99.77194983,
2019,20,185,,379,4-Sep,247,139,3,m,narrow,1,11,0.02,99.98550199,99.78142077,99.78142077,
2019,20,185,,379,4-Sep,247,172,3,m,narrow,3,10,0.02,99.98550199,99.78142077,99.78142077,
2019,30,195,,499,20-Aug,232,225,4,m,corn,3,10,0.03,99.97825299,99.79123173,99.79123173,
2019,30,195,,499,20-Aug,232,243,4,m,corn,4,9,0.03,99.97825299,99.79123173,99.79123173,
2020,40,201,,636,1-Sep,245,588,5,f,corn,2,6,0.03,99.99362069,99.79367263,99.79367263,
2020,50,211,,748,1-Sep,245,670,6,m,corn,4,13,0.03,99.99362069,99.79367263,99.79367263,
2019,20,185,,379,27-Aug,239,160,3,m,wide,2,19,0.04,99.97100399,99.80363279,99.80363279,
2020,20,181,,373,14-Aug,227,473,3,f,narrow,1,14,0.05,99.98936781,99.80995819,99.80995819,
2020,20,181,,373,1-Sep,245,476,3,f,narrow,2,10,0.05,99.98936781,99.80995819,99.80995819,
2020,20,181,,373,1-Sep,245,504,3,m,narrow,1,12,0.05,99.98936781,99.80995819,99.80995819,
2020,30,191,,517,1-Sep,245,530,4,f,narrow,1,6,0.05,99.98936781,99.80995819,99.80995819,
2020,20,181,,373,14-Aug,227,474,3,f,narrow,1,10,0.04,99.99149425,99.84796655,99.84796655,
2019,20,185,,379,4-Sep,247,176,3,f,wide,3,15,0.03,99.97825299,99.85272459,99.85272459,
2019,20,185,,379,27-Aug,239,130,3,f,corn,1,26,0.02,99.98550199,99.86082116,99.86082116,
2019,20,185,,379,27-Aug,239,131,3,f,corn,1,28,0.02,99.98550199,99.86082116,99.86082116,
2019,20,185,,379,27-Aug,239,164,3,f,corn,3,20,0.02,99.98550199,99.86082116,99.86082116,
2019,30,195,,499,20-Aug,232,242,4,m,corn,4,8,0.02,99.98550199,99.86082116,99.86082116,
2019,40,205,,632,22-Aug,234,273,5,m,corn,2,8,0.02,99.98550199,99.86082116,99.86082116,
2020,40,201,,636,1-Sep,245,584,5,f,corn,1,9,0.02,99.99574712,99.86244842,99.86244842,
2020,40,201,,636,1-Sep,245,602,5,m,corn,2,8,0.02,99.99574712,99.86244842,99.86244842,
2020,40,201,,636,1-Sep,245,601,5,m,corn,2,13,0.02,99.99574712,99.86244842,99.86244842,
2020,50,211,,748,1-Sep,245,662,6,m,corn,1,9,0.02,99.99574712,99.86244842,99.86244842,
2020,50,211,,748,1-Sep,245,664,6,m,corn,2,18,0.02,99.99574712,99.86244842,99.86244842,
2020,30,191,,517,1-Sep,245,548,4,m,wide,2,9,0.07,99.98511493,99.88520827,99.88520827,
2020,20,181,,373,1-Sep,245,503,3,m,narrow,1,11,0.03,99.99362069,99.88597491,99.88597491,
2020,30,191,,517,1-Sep,245,531,4,f,narrow,1,8,0.03,99.99362069,99.88597491,99.88597491,
2020,30,191,,517,1-Sep,245,574,4,f,narrow,1,6,0.03,99.99362069,99.88597491,99.88597491,
2020,30,191,,517,1-Sep,245,575,4,m,narrow,2,7,0.03,99.99362069,99.88597491,99.88597491,
2019,10,175,,247,20-Aug,232,73,2,m,narrow,1,25,0.01,99.992751,99.89071038,99.89071038,
2019,10,175,,247,4-Sep,247,90,2,m,narrow,2,24,0.01,99.992751,99.89071038,99.89071038,
2019,10,175,,247,4-Sep,247,91,2,m,narrow,2,12,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,27-Aug,239,137,3,m,narrow,1,7,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,27-Aug,239,138,3,m,narrow,1,6,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,140,3,m,narrow,1,12,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,153,3,m,narrow,2,15,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,154,3,m,narrow,2,9,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,155,3,m,narrow,2,10,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,156,3,m,narrow,2,8,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,27-Aug,239,169,3,m,narrow,3,12,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,170,3,f,narrow,3,7,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,171,3,m,narrow,3,6,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,185,3,f,narrow,4,13,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,186,3,m,narrow,4,11,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,187,3,m,narrow,4,11,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,188,3,f,narrow,4,8,0.01,99.992751,99.89071038,99.89071038,
2019,30,195,,499,27-Aug,239,233,4,f,narrow,3,8,0.01,99.992751,99.89071038,99.89071038,
2019,30,195,,499,4-Sep,247,249,4,m,narrow,4,5,0.01,99.992751,99.89071038,99.89071038,
2019,30,195,,499,4-Sep,247,250,4,m,narrow,4,4,0.01,99.992751,99.89071038,99.89071038,
2019,40,205,,632,4-Sep,247,281,5,m,narrow,2,3,0.01,99.992751,99.89071038,99.89071038,
2019,40,205,,632,4-Sep,247,282,5,m,narrow,2,5,0.01,99.992751,99.89071038,99.89071038,
2019,40,205,,632,4-Sep,247,283,5,m,narrow,2,7,0.01,99.992751,99.89071038,99.89071038,
2019,20,185,,379,4-Sep,247,144,3,m,wide,1,16,0.02,99.98550199,99.9018164,99.9018164,
2019,20,185,,379,20-Aug,232,158,3,m,wide,2,10,0.02,99.98550199,99.9018164,99.9018164,
2019,20,185,,379,27-Aug,239,175,3,f,wide,3,12,0.02,99.98550199,99.9018164,99.9018164,
2019,20,185,,379,4-Sep,247,190,3,m,wide,4,13,0.02,99.98550199,99.9018164,99.9018164,
2020,30,191,,517,1-Sep,245,550,4,m,wide,2,8,0.05,99.98936781,99.9180059,99.9180059,
2020,20,181,,373,1-Sep,245,478,3,f,narrow,2,11,0.02,99.99574712,99.92398328,99.92398328,
2020,30,191,,517,1-Sep,245,553,4,m,narrow,4,9,0.02,99.99574712,99.92398328,99.92398328,
2020,30,191,,517,1-Sep,245,554,4,m,narrow,4,6,0.02,99.99574712,99.92398328,99.92398328,
2020,30,191,,517,1-Sep,245,573,4,f,narrow,1,7,0.02,99.99574712,99.92398328,99.92398328,
2019,20,185,,379,27-Aug,239,132,3,m,corn,1,15,0.01,99.992751,99.93041058,99.93041058,
2019,20,185,,379,20-Aug,232,162,3,m,corn,3,11,0.01,99.992751,99.93041058,99.93041058,
2019,20,185,,379,20-Aug,232,161,3,m,corn,3,14,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,193,4,na,corn,1,15,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,194,4,na,corn,1,14,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,195,4,na,corn,1,12,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,196,4,na,corn,1,12,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,211,4,na,corn,2,10,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,212,4,na,corn,2,11,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,226,4,na,corn,3,12,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,227,4,na,corn,3,11,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,4-Sep,247,228,4,na,corn,3,10,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,29-Aug,241,210,4,m,corn,2,11,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,27-Aug,239,209,4,f,corn,2,7,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,29-Aug,241,244,4,f,corn,4,11,0.01,99.992751,99.93041058,99.93041058,
2019,30,195,,499,20-Aug,232,241,4,m,corn,4,18,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,257,5,na,corn,1,6,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,258,5,na,corn,1,10,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,259,5,na,corn,1,9,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,260,5,na,corn,1,4,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,292,5,na,corn,3,8,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,276,5,m,corn,2,6,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,4-Sep,247,275,5,f,corn,2,10,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,27-Aug,239,274,5,m,corn,2,14,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,290,5,m,corn,3,9,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,291,5,m,corn,3,9,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,289,5,m,corn,3,10,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,305,5,m,corn,4,5,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,307,5,m,corn,4,5,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,308,5,m,corn,4,7,0.01,99.992751,99.93041058,99.93041058,
2019,40,205,,632,29-Aug,241,306,5,m,corn,4,8,0.01,99.992751,99.93041058,99.93041058,
2020,40,201,,636,1-Sep,245,587,5,f,corn,1,4,0.01,99.99787356,99.93122421,99.93122421,
2020,40,201,,636,1-Sep,245,607,5,m,corn,4,9,0.01,99.99787356,99.93122421,99.93122421,
2020,50,211,,748,1-Sep,245,647,6,f,corn,1,11,0.01,99.99787356,99.93122421,99.93122421,
2020,50,211,,748,1-Sep,245,668,6,m,corn,4,9,0.01,99.99787356,99.93122421,99.93122421,
2020,30,191,,517,1-Sep,245,549,4,m,wide,2,13,0.04,99.99149425,99.93440472,99.93440472,
2020,30,191,,517,1-Sep,245,547,4,m,wide,2,8,0.03,99.99362069,99.95080354,99.95080354,
2019,20,185,,379,27-Aug,239,141,3,f,wide,1,13,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,4-Sep,247,143,3,m,wide,1,14,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,20-Aug,232,157,3,m,wide,2,15,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,27-Aug,239,159,3,m,wide,2,10,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,27-Aug,239,173,3,m,wide,3,14,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,27-Aug,239,174,3,m,wide,3,10,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,4-Sep,247,189,3,m,wide,4,14,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,4-Sep,247,191,3,f,wide,4,13,0.01,99.992751,99.9509082,99.9509082,
2019,20,185,,379,4-Sep,247,192,3,f,wide,4,12,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,4-Sep,247,221,4,m,wide,2,4,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,4-Sep,247,222,4,m,wide,2,9,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,27-Aug,239,237,4,f,wide,3,11,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,4-Sep,247,238,4,m,wide,3,11,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,4-Sep,247,239,4,m,wide,3,6,0.01,99.992751,99.9509082,99.9509082,
2019,30,195,,499,27-Aug,239,253,4,m,wide,4,13,0.01,99.992751,99.9509082,99.9509082,
2019,40,205,,632,4-Sep,247,285,5,m,wide,2,7,0.01,99.992751,99.9509082,99.9509082,
2019,40,205,,632,4-Sep,247,317,5,m,wide,4,6,0.01,99.992751,99.9509082,99.9509082,
2019,40,205,,632,4-Sep,247,318,5,m,wide,4,5,0.01,99.992751,99.9509082,99.9509082,
2020,30,191,,517,1-Sep,245,551,4,m,narrow,2,8,0.01,99.99787356,99.96199164,99.96199164,
2020,30,191,,517,1-Sep,245,552,4,m,narrow,2,4,0.01,99.99787356,99.96199164,99.96199164,
2020,30,191,,517,1-Sep,245,571,4,f,narrow,4,6,0.01,99.99787356,99.96199164,99.96199164,
2020,30,191,,517,1-Sep,245,572,4,f,narrow,4,6,0.01,99.99787356,99.96199164,99.96199164,
2020,30,191,,517,1-Sep,245,576,4,m,narrow,2,4,0.01,99.99787356,99.96199164,99.96199164,
2019,30,195,,499,4-Sep,247,201,4,na,narrow,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,202,4,na,narrow,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,203,4,na,narrow,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,204,4,na,narrow,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,205,4,na,wide,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,206,4,na,wide,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,207,4,na,wide,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,208,4,na,wide,1,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,217,4,na,narrow,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,218,4,na,narrow,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,219,4,na,narrow,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,220,4,na,narrow,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,223,4,na,wide,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,224,4,na,wide,2,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,234,4,na,narrow,3,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,235,4,na,narrow,3,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,236,4,na,narrow,3,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,240,4,na,wide,3,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,251,4,na,narrow,4,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,252,4,na,narrow,4,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,254,4,na,wide,4,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,255,4,na,wide,4,0,0,100,100,100,
2019,30,195,,499,4-Sep,247,256,4,na,wide,4,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,265,5,na,narrow,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,266,5,na,narrow,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,267,5,na,narrow,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,268,5,na,narrow,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,269,5,na,wide,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,270,5,na,wide,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,271,5,na,wide,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,272,5,na,wide,1,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,284,5,na,narrow,2,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,286,5,na,wide,2,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,287,5,na,wide,2,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,288,5,na,wide,2,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,297,5,na,narrow,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,298,5,na,narrow,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,299,5,na,narrow,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,300,5,na,narrow,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,301,5,na,wide,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,302,5,na,wide,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,303,5,na,wide,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,304,5,na,wide,3,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,313,5,na,narrow,4,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,314,5,na,narrow,4,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,315,5,na,narrow,4,0,0,100,100,100,
2019,40,205,,632,29-Aug,241,316,5,na,narrow,4,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,319,5,na,wide,4,0,0,100,100,100,
2019,40,205,,632,4-Sep,247,320,5,na,wide,4,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,555,4,na,wide,4,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,556,4,na,wide,4,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,557,4,na,wide,4,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,558,4,na,wide,4,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,559,4,na,wide,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,560,4,na,wide,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,561,4,na,wide,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,562,4,na,wide,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,563,4,na,wide,1,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,564,4,na,wide,1,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,565,4,na,wide,1,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,566,4,na,wide,1,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,567,4,na,narrow,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,568,4,na,narrow,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,569,4,na,narrow,3,0,0,100,100,100,
2020,30,191,,517,1-Sep,245,570,4,na,narrow,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,609,5,na,wide,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,610,5,na,wide,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,611,5,na,wide,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,612,5,na,wide,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,613,5,na,wide,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,614,5,na,wide,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,615,5,na,wide,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,616,5,na,wide,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,617,5,na,wide,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,618,5,na,wide,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,619,5,na,wide,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,620,5,na,wide,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,621,5,na,wide,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,622,5,na,wide,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,623,5,na,wide,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,624,5,na,wide,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,625,5,na,narrow,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,626,5,na,narrow,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,627,5,na,narrow,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,628,5,na,narrow,4,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,629,5,na,narrow,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,630,5,na,narrow,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,631,5,na,narrow,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,632,5,na,narrow,3,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,633,5,na,narrow,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,634,5,na,narrow,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,635,5,na,narrow,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,636,5,na,narrow,1,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,637,5,na,narrow,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,638,5,na,narrow,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,639,5,na,narrow,2,0,0,100,100,100,
2020,40,201,,636,1-Sep,245,640,5,na,narrow,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,673,6,na,wide,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,674,6,na,wide,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,675,6,na,wide,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,676,6,na,wide,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,677,6,na,wide,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,678,6,na,wide,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,679,6,na,wide,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,680,6,na,wide,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,681,6,na,wide,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,682,6,na,wide,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,683,6,na,wide,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,684,6,na,wide,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,685,6,na,wide,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,686,6,na,wide,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,687,6,na,wide,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,688,6,na,wide,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,689,6,na,narrow,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,690,6,na,narrow,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,691,6,na,narrow,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,692,6,na,narrow,4,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,693,6,na,narrow,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,694,6,na,narrow,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,695,6,na,narrow,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,696,6,na,narrow,3,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,697,6,na,narrow,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,698,6,na,narrow,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,699,6,na,narrow,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,700,6,na,narrow,1,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,701,6,na,narrow,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,702,6,na,narrow,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,703,6,na,narrow,2,0,0,100,100,100,
2020,50,211,,748,1-Sep,245,704,6,na,narrow,2,0,0,100,100,100,
